DATA_SOURCE_CODE	レベル	部品番号	親部品番号	部品名称	PART_NO	PART_REV	員数	材質	板厚	重量	モデル重量	コンポーネント名	モデル名	DESCRIPTION	サフィックス	UPC	EC_NUMBERS	設通NO	採用年月日	リリース年月日	変更区分	先行区分	部品支給区分	TOP_ASM_NO	TOP_ASM_REV	件数	ソートレベル	ENGDAT
ISZ	0	8978820125	          	FRAME ASM                                         	97882012	006	1	N/A                           				                                                  	                              	897882012_VL26_NPR0SA_H-WB_&FF0_-6YE_-EBE_5PACKS                                                                                                      			4K7435              	4K7435  			A                             			97882012  	006	2929	1356	UG_8978820125_4K7435_250925.xml
ISZ	1	0911801100	8978820125	NUT;HEX,FLANGE                                    	94012040	002	2	S45C,S48C,S50C                				                                                  	                              	091180110  ISD-C10-502 M10x1.25                                                                                                                       				4K7435  			A                             			97882012  	006	2933	1357	UG_8978820125_4K7435_250925.xml
ISZ	1	0280510300	8978820125	BOLT;HEX-HD,FLANGE(R)/(M)                         	94012255	001	2	SNH-6,SNH-7,SNH-8             				                                                  	                              	028051030 ISD-C01-501 M10x1.25                                                                                                                        				4K7435  			A                             			97882012  	006	2932	1358	UG_8978820125_4K7435_250925.xml
ISZ	1	7551864240	8978820125	STIFFENER;EV-BATTERY,FT-LH                        	55186424	003	1	N/A                           				                                                  	                              	755186424_DWG;755186422Z_VL26_750WIDTH                                                                                                                				4K7435  			A                             			97882012  	006	2934	1359	UG_8978820125_4K7435_250925.xml
ISZ	2	9091140700	7551864240	NUT;WELD,PROJECTION,TYPE D                        	94005387	003	1	S45C,S48C,S50C                				                                                  	                              	909114070,ISD-C12-001                                                                                                                                 				4K7435  			A                             			97882012  	006	2940	1360	UG_8978820125_4K7435_250925.xml
ISZ	2	9991140720	7551864240	NUT;PROJECTION                                    	94009435	002	4	S45C,S48C,S50C                				                                                  	                              	999114072 ISD-C12-001 M12x1.25                                                                                                                        				4K7435  			A                             			97882012  	006	2939	1361	UG_8978820125_4K7435_250925.xml
ISZ	2	CAC61962	7551864240	NO_PNO_STIFFENER;BATTERY,FT-LH                    	CAC61962	005	1	JSH440W                       				                                                  	                              	VL26_750WIDTH_TABLE;BRP52911                                                                                                                          				4K7435  			A                             			97882012  	006	2935	1362	UG_8978820125_4K7435_250925.xml
ISZ	2	CAF17233	7551864240	NO_PNO_RIB;750 STIFF                              	CAF17233	002	2	JSH440W                       				                                                  	                              	VL26                                                                                                                                                  			3JBT80              	4K7435  			A                             			97882012  	006	2943	1363	UG_8978820125_4K7435_250925.xml
ISZ	2	CAN64186	7551864240	WELD                                              	CAN64186	001	1	N/A                           				                                                  	                              	CAN64186                                                                                                                                              			3JBT80              	4K7435  			A                             			97882012  	006	2941	1364	UG_8978820125_4K7435_250925.xml
ISZ	1	0911801100	8978820125	NUT;HEX,FLANGE                                    	94012040	002	8	S45C,S48C,S50C                				                                                  	                              	091180110  ISD-C10-502 M10x1.25                                                                                                                       				4K7435  			A                             			97882012  	006	2956	1365	UG_8978820125_4K7435_250925.xml
ISZ	1	0280510300	8978820125	BOLT;HEX-HD,FLANGE(R)/(M)                         	94012255	001	5	SNH-6,SNH-7,SNH-8             				                                                  	                              	028051030 ISD-C01-501 M10x1.25                                                                                                                        				4K7435  			A                             			97882012  	006	2953	1366	UG_8978820125_4K7435_250925.xml
ISZ	1	7551864231	8978820125	STIFFENER;EV-BATTERY,FT-RH                        	55186423	003	1	N/A                           				                                                  	                              	755186423_DWG;755186422Z_VL26_750WIDTH                                                                                                                			4JKT36              	4K7435  			A                             			97882012  	006	2957	1367	UG_8978820125_4K7435_250925.xml
ISZ	2	9091140700	7551864231	NUT;WELD,PROJECTION,TYPE D                        	94005387	003	1	S45C,S48C,S50C                				                                                  	                              	909114070,ISD-C12-001                                                                                                                                 				4K7435  			A                             			97882012  	006	2963	1368	UG_8978820125_4K7435_250925.xml
ISZ	2	9991140720	7551864231	NUT;PROJECTION                                    	94009435	002	4	S45C,S48C,S50C                				                                                  	                              	999114072 ISD-C12-001 M12x1.25                                                                                                                        				4K7435  			A                             			97882012  	006	2962	1369	UG_8978820125_4K7435_250925.xml
ISZ	2	CAC61960	7551864231	NO_PNO_STIFFENER;BATTERY,FT-RH                    	CAC61960	005	1	JSH440W                       				                                                  	                              	VL26_750WIDTH_TABLE;BRP52911                                                                                                                          				4K7435  			A                             			97882012  	006	2958	1370	UG_8978820125_4K7435_250925.xml
ISZ	2	CAF17233	7551864231	NO_PNO_RIB;750 STIFF                              	CAF17233	002	2	JSH440W                       				                                                  	                              	VL26                                                                                                                                                  			3JBT80              	4K7435  			A                             			97882012  	006	2966	1371	UG_8978820125_4K7435_250925.xml
ISZ	2	CAN64233	7551864231	WELD                                              	CAN64233	001	1	N/A                           				                                                  	                              	CAN64186                                                                                                                                              			3JBT80              	4K7435  			A                             			97882012  	006	2964	1372	UG_8978820125_4K7435_250925.xml
ISZ	1	0911801100	8978820125	NUT;HEX,FLANGE                                    	94012040	002	3	S45C,S48C,S50C                				                                                  	                              	091180110  ISD-C10-502 M10x1.25                                                                                                                       				4K7435  			A                             			97882012  	006	2972	1373	UG_8978820125_4K7435_250925.xml
ISZ	1	0280510300	8978820125	BOLT;HEX-HD,FLANGE(R)/(M)                         	94012255	001	4	SNH-6,SNH-7,SNH-8             				                                                  	                              	028051030 ISD-C01-501 M10x1.25                                                                                                                        				4K7435  			A                             			97882012  	006	2973	1374	UG_8978820125_4K7435_250925.xml
ISZ	1	7551875210	8978820125	STIFFENER;MOTOR C/MBR,RH                          	55187521	003	1	N/A                           				                                                  	                              	755187521_VL26_&NVE_DWG;755187520Z                                                                                                                    				4K7435  			A                             			97882012  	006	2974	1375	UG_8978820125_4K7435_250925.xml
ISZ	2	9991140720	7551875210	NUT;PROJECTION                                    	94009435	002	4	S45C,S48C,S50C                				                                                  	                              	999114072 ISD-C12-001 M12x1.25                                                                                                                        				4K7435  			A                             			97882012  	006	2980	1376	UG_8978820125_4K7435_250925.xml
ISZ	2	0911105100	7551875210	NUT;HEXAGON,METRIC                                	94011996	002	1	S45C,S48C,S50C                				                                                  	                              	091110510 ISD-C10-501 M10X1.25                                                                                                                        				4K7435  		5-Dec-03	A                             			97882012  	006	2975	1377	UG_8978820125_4K7435_250925.xml
ISZ	2	CAC63767	7551875210	NO_PNO_STIFFENER;MOTOR C/MBR,RH                   	CAC63767	004	1	HT540A-P                      				                                                  	                              	VL26_750WIDTH_TABLE;BRP37236                                                                                                                          				4K7435  			A                             			97882012  	006	2977	1378	UG_8978820125_4K7435_250925.xml
ISZ	1	0911801100	8978820125	NUT;HEX,FLANGE                                    	94012040	002	6	S45C,S48C,S50C                				                                                  	                              	091180110  ISD-C10-502 M10x1.25                                                                                                                       				4K7435  			A                             			97882012  	006	2993	1379	UG_8978820125_4K7435_250925.xml
ISZ	1	0280510300	8978820125	BOLT;HEX-HD,FLANGE(R)/(M)                         	94012255	001	7	SNH-6,SNH-7,SNH-8             				                                                  	                              	028051030 ISD-C01-501 M10x1.25                                                                                                                        				4K7435  			A                             			97882012  	006	2991	1380	UG_8978820125_4K7435_250925.xml
ISZ	1	7551864250	8978820125	STIFFENER;EV-BATTERY,RR                           	55186425	002	1	N/A                           				                                                  	                              	755186425_VL26_750WIDTH                                                                                                                               				4K7435  			A                             			97882012  	006	2994	1381	UG_8978820125_4K7435_250925.xml
ISZ	2	9991140720	7551864250	NUT;PROJECTION                                    	94009435	002	4	S45C,S48C,S50C                				                                                  	                              	999114072 ISD-C12-001 M12x1.25                                                                                                                        				4K7435  			A                             			97882012  	006	2999	1382	UG_8978820125_4K7435_250925.xml
ISZ	2	CAF17233	7551864250	NO_PNO_RIB;750 STIFF                              	CAF17233	002	2	JSH440W                       				                                                  	                              	VL26                                                                                                                                                  			3JBT80              	4K7435  			A                             			97882012  	006	3002	1383	UG_8978820125_4K7435_250925.xml
ISZ	2	CAJ44962	7551864250	NO_PNO_STIFFENER;BATTERY,RR                       	CAJ44962	002	1	JSH440W                       				                                                  	                              	CAJ44962                                                                                                                                              				4K7435  			A                             			97882012  	006	2995	1384	UG_8978820125_4K7435_250925.xml
ISZ	2	CAQ35567	7551864250	WELD                                              	CAQ35567	001	1	N/A                           				                                                  	                              	CAQ35567                                                                                                                                              				4K7435  			A                             			97882012  	006	3000	1385	UG_8978820125_4K7435_250925.xml
ISZ	1	0911801100	8978820125	NUT;HEX,FLANGE                                    	94012040	002	1	S45C,S48C,S50C                				                                                  	                              	091180110  ISD-C10-502 M10x1.25                                                                                                                       				4K7435  			A                             			97882012  	006	3003	1386	UG_8978820125_4K7435_250925.xml
